date,close,volume,high,low,open
2017-11-03,172.5,59332210.0000,174.26,171.12,172.365
2017-11-02,168.11,39668100.0000,168.5,165.28,174.0
2017-11-01,166.89,33482970.0000,169.94,165.61,167.64
2017-10-31,169.04,35779520.0000,169.6499,166.94,169.87
2017-10-30,166.72,44651420.0000,168.07,163.72,167.9
2017-10-27,163.05,44387770.0000,163.6,158.7,163.89
2017-10-26,157.41,16916650.0000,157.8295,156.78,159.29
2017-10-25,156.41,21175670.0000,157.55,155.27,157.23
2017-10-24,157.1,17633730.0000,157.42,156.2,156.91
2017-10-23,156.17,21888930.0000,157.69,155.5,156.29
2017-10-20,156.25,23907540.0000,157.75,155.96,156.89
2017-10-19,155.98,42357420.0000,157.08,155.02,156.61
2017-10-18,159.76,16252850.0000,160.71,159.6,156.75
2017-10-17,160.47,18969700.0000,160.87,159.23,160.42
2017-10-16,159.88,24093300.0000,160.0,157.65,159.78
2017-10-13,156.99,16367780.0000,157.28,156.41,157.9
2017-10-12,156.0,16380570.0000,157.37,155.7299,156.73
2017-10-11,156.55,16861450.0000,156.98,155.75,156.35
2017-10-10,155.9,15603520.0000,158.0,155.1,155.97
2017-10-09,155.84,16243080.0000,156.73,155.485,156.055
2017-10-06,155.3,17223790.0000,155.49,154.56,155.81
2017-10-05,155.39,21215870.0000,155.44,154.05,154.97
2017-10-04,153.48,20088940.0000,153.86,152.46,154.18
2017-10-03,154.48,16216800.0000,155.09,153.91,153.63
2017-10-02,153.81,18631540.0000,154.45,152.72,154.01
2017-09-29,154.12,26204670.0000,154.13,152.0,154.26
2017-09-28,153.28,21983410.0000,154.28,152.7,153.21
2017-09-27,154.23,25402270.0000,154.7189,153.54,153.89
2017-09-26,153.14,35907770.0000,153.92,151.69,153.8
2017-09-25,150.55,44366140.0000,151.83,149.16,151.78
2017-09-22,151.89,46575410.0000,152.27,150.56,149.99
2017-09-21,153.39,37350060.0000,155.8,152.75,152.02
2017-09-20,156.07,52126240.0000,158.26,153.83,155.8
2017-09-19,158.73,20565620.0000,159.77,158.44,157.9
2017-09-18,158.67,28157630.0000,160.5,157.995,159.51
2017-09-15,159.88,48846060.0000,160.97,158.0,160.11
2017-09-14,158.28,23637310.0000,159.4,158.09,158.47
2017-09-13,159.65,44866280.0000,159.96,157.91,158.99
2017-09-12,160.86,71574560.0000,163.96,158.77,159.87
2017-09-11,161.5,31506890.0000,162.05,159.89,162.61
2017-09-08,158.63,28411740.0000,161.15,158.53,160.5
2017-09-07,161.26,21905160.0000,162.24,160.36,160.86
2017-09-06,161.91,21610300.0000,162.99,160.52,162.09
2017-09-05,162.08,29491910.0000,164.25,160.56,162.71
2017-09-01,164.05,16564340.0000,164.94,163.63,163.75
2017-08-31,164.0,26729940.0000,164.52,163.48,164.8
2017-08-30,163.35,27215770.0000,163.89,162.61,163.64
2017-08-29,162.91,29451050.0000,163.12,160.0,163.8
2017-08-28,161.47,25649890.0000,162.0,159.93,160.1
2017-08-25,159.86,25184600.0000,160.56,159.27,160.14
2017-08-24,159.27,19782170.0000,160.74,158.55,159.65
2017-08-23,159.98,19376940.0000,160.47,158.88,160.43
2017-08-22,159.78,21564890.0000,160.0,158.02,159.07
2017-08-21,157.21,26330070.0000,157.89,155.1101,158.23
2017-08-18,157.5,27391950.0000,159.5,156.72,157.5
2017-08-17,157.86,27377960.0000,160.71,157.84,157.86
2017-08-16,160.95,27607370.0000,162.51,160.15,160.52
2017-08-15,161.6,29377630.0000,162.195,160.14,161.94
2017-08-14,159.85,22074760.0000,160.21,158.75,160.66
2017-08-11,157.48,26208970.0000,158.5728,156.07,159.32
2017-08-10,155.32,39636190.0000,160.0,154.63,156.6
2017-08-09,161.06,26060430.0000,161.27,159.11,159.9
2017-08-08,160.08,36127490.0000,161.83,158.27,159.26
2017-08-07,158.81,21827400.0000,158.92,156.6701,158.6
2017-08-04,156.39,20514810.0000,157.4,155.69,157.06
2017-08-03,155.57,26604140.0000,157.21,155.02,156.07
2017-08-02,157.14,69726440.0000,159.75,156.16,157.05
2017-08-01,150.05,33669020.0000,150.22,148.41,159.28
2017-07-31,148.73,19690420.0000,150.33,148.13,149.1
2017-07-28,149.5,17192770.0000,150.23,149.19,149.9
2017-07-27,150.56,32429770.0000,153.99,147.3,149.89
2017-07-26,153.46,15649120.0000,153.93,153.06,153.75
2017-07-25,152.74,18798250.0000,153.84,151.8,153.35
2017-07-24,152.09,21466370.0000,152.44,149.9,151.8
2017-07-21,150.27,25111310.0000,150.44,148.88,150.58
2017-07-20,150.34,17170490.0000,151.74,150.19,149.99
2017-07-19,151.02,20859830.0000,151.42,149.95,151.5
2017-07-18,150.08,17837130.0000,150.13,148.67,150.48
2017-07-17,149.56,23765710.0000,150.9,148.57,149.2
2017-07-14,149.04,20117070.0000,149.33,147.33,148.82
2017-07-13,147.77,25080500.0000,148.49,145.44,147.97
2017-07-12,145.74,24833800.0000,146.18,144.82,145.5
2017-07-11,145.53,18647220.0000,145.85,144.38,145.87
2017-07-10,145.06,21080580.0000,145.95,143.37,144.73
2017-07-07,144.18,18527000.0000,144.75,142.9,144.11
2017-07-06,142.73,24110330.0000,143.5,142.41,142.9
2017-07-05,144.09,21550270.0000,144.79,142.7237,143.02
2017-07-03,143.5,14277850.0000,145.3001,143.1,143.69
2017-06-30,144.02,22986960.0000,144.96,143.78,144.88
2017-06-29,143.68,31450520.0000,145.13,142.28,144.45
2017-06-28,145.83,22052920.0000,146.11,143.1601,144.71
2017-06-27,143.73,24725210.0000,146.16,143.62,144.49
2017-06-26,145.82,25674500.0000,148.28,145.38,145.01
2017-06-23,146.28,35421310.0000,147.16,145.11,147.17
2017-06-22,145.63,19082170.0000,146.7,145.1199,145.13
2017-06-21,145.87,21247590.0000,146.0693,144.61,145.77
2017-06-20,145.01,24877950.0000,146.87,144.94,145.52
2017-06-19,146.34,32203640.0000,146.74,143.66,146.87
2017-06-16,142.27,50264540.0000,144.5,142.2,143.66
2017-06-15,144.29,31642900.0000,144.4798,142.21,143.78
2017-06-14,145.16,31454590.0000,147.5,143.84,143.32
2017-06-13,146.59,34089190.0000,147.45,145.15,147.5
2017-06-12,145.42,72187710.0000,146.09,142.51,147.16
2017-06-09,148.98,64782910.0000,155.19,146.02,145.74
2017-06-08,154.99,21144040.0000,155.54,154.4,155.19
2017-06-07,155.37,21017560.0000,155.98,154.48,155.25
2017-06-06,154.45,26591850.0000,155.81,153.78,155.02
2017-06-05,153.93,25277680.0000,154.45,153.46,153.9
2017-06-02,155.45,27715140.0000,155.45,152.89,154.34
2017-06-01,153.18,16383610.0000,153.33,152.22,153.58
2017-05-31,152.76,24452750.0000,154.17,152.38,153.17
2017-05-30,153.67,20118620.0000,154.43,153.33,153.97
2017-05-26,153.61,21895020.0000,154.24,153.31,153.42
2017-05-25,153.87,19217810.0000,154.35,153.03,154.0
2017-05-24,153.34,19201820.0000,154.17,152.67,153.73
2017-05-23,153.8,19906170.0000,154.9,153.31,153.84
2017-05-22,153.99,22930630.0000,154.58,152.91,154.9
2017-05-19,153.06,26892850.0000,153.98,152.63,154.0
2017-05-18,152.54,33520150.0000,153.34,151.13,153.38
2017-05-17,150.25,50674280.0000,154.57,149.71,151.27
2017-05-16,155.47,19994270.0000,156.06,154.72,153.6
2017-05-15,155.7,25912270.0000,156.65,155.05,155.94
2017-05-12,156.1,32493770.0000,156.42,154.67,156.01
2017-05-11,153.95,27236290.0000,154.07,152.31,154.7
2017-05-10,153.26,25779060.0000,153.94,152.11,152.45
2017-05-09,153.99,38907940.0000,154.88,153.45,153.63
2017-05-08,153.01,48670440.0000,153.7,149.03,153.87
2017-05-05,148.96,27254850.0000,148.98,146.76,149.03
2017-05-04,146.53,23345970.0000,147.14,145.81,146.76
2017-05-03,147.06,45579740.0000,147.49,144.27,146.52
2017-05-02,147.51,44182930.0000,148.09,146.84,145.59
2017-05-01,146.58,33498270.0000,147.2,144.96,147.54
2017-04-28,143.65,20783460.0000,144.3,143.27,145.1
2017-04-27,143.79,14198660.0000,144.16,143.31,144.09
2017-04-26,143.68,19998050.0000,144.6,143.3762,143.923
2017-04-25,144.53,18325720.0000,144.9,143.87,144.47
2017-04-24,143.64,17117710.0000,143.95,143.18,143.91
2017-04-21,142.27,17290900.0000,142.68,141.85,143.5
2017-04-20,142.44,23294040.0000,142.92,141.16,142.44
2017-04-19,140.68,17302160.0000,142.0,140.45,141.22
2017-04-18,141.2,14676420.0000,142.04,141.11,141.88
2017-04-17,141.83,16529130.0000,141.88,140.87,141.41
2017-04-13,141.05,17775510.0000,142.38,141.05,141.48
2017-04-12,141.8,20320420.0000,142.15,141.01,141.91
2017-04-11,141.63,30341520.0000,143.35,140.06,141.6
2017-04-10,143.17,18904680.0000,143.8792,142.9,142.94
2017-04-07,143.34,16658660.0000,144.18,143.27,143.6
2017-04-06,143.66,21131040.0000,144.52,143.45,143.73
2017-04-05,144.02,27649500.0000,145.46,143.81,144.29
2017-04-04,144.77,19865300.0000,144.89,143.17,144.22
2017-04-03,143.7,19970040.0000,144.12,143.05,143.25
2017-03-31,143.66,19576480.0000,144.27,143.01,143.71
2017-03-30,143.93,21189000.0000,144.5,143.5,143.72
2017-03-29,144.12,29174040.0000,144.49,143.19,144.19
2017-03-28,143.8,33348400.0000,144.04,140.62,143.68
2017-03-27,140.88,23531670.0000,141.22,138.62,140.91
2017-03-24,140.64,22355140.0000,141.74,140.35,139.39
2017-03-23,140.92,20299310.0000,141.5844,140.61,141.5
2017-03-22,141.42,25804820.0000,141.6,139.76,141.26
2017-03-21,139.84,39461130.0000,142.8,139.73,139.845
2017-03-20,141.46,21258100.0000,141.5,140.23,142.11
2017-03-17,139.99,43700570.0000,141.0,139.89,140.4
2017-03-16,140.69,19173780.0000,141.02,140.26,141.0
2017-03-15,140.46,25676720.0000,140.7501,139.025,140.72
2017-03-14,138.99,15281850.0000,139.65,138.84,139.41
2017-03-13,139.2,17048800.0000,139.43,138.82,139.3
2017-03-10,139.14,19578920.0000,139.3571,138.64,138.85
2017-03-09,138.68,22117750.0000,138.79,137.05,139.25
2017-03-08,139.0,18695500.0000,139.8,138.82,138.74
2017-03-07,139.52,17439210.0000,139.98,138.79,138.95
2017-03-06,139.34,21229890.0000,139.77,138.5959,139.06
2017-03-03,139.78,21555370.0000,139.83,138.59,139.365
2017-03-02,138.96,26170690.0000,140.2786,138.76,138.78
2017-03-01,139.79,36362440.0000,140.15,137.595,140.0
2017-02-28,136.99,23446340.0000,137.435,136.7,137.89
2017-02-27,136.93,20222210.0000,137.435,136.28,137.08
2017-02-24,136.66,21754600.0000,136.66,135.28,137.14
2017-02-23,136.53,20762360.0000,137.48,136.3,135.91
2017-02-22,137.11,20769030.0000,137.12,136.11,137.38
2017-02-21,136.7,24487200.0000,136.75,135.98,136.43
2017-02-17,135.72,22163280.0000,135.83,135.1,136.23
2017-02-16,135.345,22539860.0000,135.9,134.8398,135.1
2017-02-15,135.51,35578640.0000,136.27,134.62,135.67
2017-02-14,135.02,33054500.0000,135.09,133.25,135.52
2017-02-13,133.29,22989980.0000,133.82,132.75,133.47
2017-02-10,132.12,20046250.0000,132.94,132.05,133.08
2017-02-09,132.42,28321440.0000,132.445,131.12,132.46
2017-02-08,132.04,22941650.0000,132.22,131.22,131.65
2017-02-07,131.53,38158410.0000,132.09,130.45,131.35
2017-02-06,130.29,26784530.0000,130.5,128.9,130.54
2017-02-03,129.08,24460160.0000,129.19,128.16,129.13
2017-02-02,128.53,33671250.0000,129.39,127.78,128.31
2017-02-01,128.75,111837300.0000,130.49,127.01,127.975
2017-01-31,121.35,47767760.0000,121.39,120.62,127.03
2017-01-30,121.63,30327110.0000,121.63,120.66,121.15
2017-01-27,121.95,20495340.0000,122.35,121.6,120.93
2017-01-26,121.94,26320740.0000,122.44,121.6,122.14
2017-01-25,121.88,32417410.0000,122.1,120.28,121.67
2017-01-24,119.97,23191150.0000,120.1,119.5,120.42
2017-01-23,120.08,21982000.0000,120.81,119.77,119.55
2017-01-20,120.0,29922650.0000,120.45,119.7346,120.0
2017-01-19,119.78,25554290.0000,120.09,119.37,120.45
2017-01-18,119.99,23687350.0000,120.5,119.71,119.4
2017-01-17,120.0,34412090.0000,120.24,118.22,120.0
2017-01-13,119.04,26083030.0000,119.62,118.81,118.34
2017-01-12,119.25,27057550.0000,119.3,118.21,119.11
2017-01-11,119.75,27453130.0000,119.93,118.6,118.895
2017-01-10,119.11,24432660.0000,119.38,118.3,118.74
2017-01-09,118.99,33420290.0000,119.43,117.94,118.77
2017-01-06,117.91,31714820.0000,118.16,116.47,117.95
2017-01-05,116.61,22115100.0000,116.8642,115.81,116.78
2017-01-04,116.02,21081620.0000,116.51,115.75,115.92
2017-01-03,116.15,28769220.0000,116.33,114.76,115.85
2016-12-30,115.82,30555900.0000,117.2,115.43,115.8
2016-12-29,116.73,14979680.0000,117.1095,116.4,116.65
2016-12-28,116.76,20686510.0000,118.0166,116.2,116.45
2016-12-27,117.26,18131970.0000,117.8,116.49,117.52
2016-12-23,116.52,14244050.0000,116.52,115.59,116.52
2016-12-22,116.29,26043820.0000,116.51,115.64,115.59
2016-12-21,117.06,23724430.0000,117.4,116.78,116.35
2016-12-20,116.95,21337310.0000,117.5,116.68,116.8
2016-12-19,116.64,27756760.0000,117.38,115.75,116.74
2016-12-16,115.97,44284660.0000,116.5,115.645,115.8
2016-12-15,115.82,46286150.0000,116.73,115.23,116.47
2016-12-14,115.19,33962370.0000,116.2,114.98,115.38
2016-12-13,115.19,43293350.0000,115.92,113.75,115.04
2016-12-12,113.3,26176690.0000,115.0,112.49,113.84
2016-12-09,113.95,34324350.0000,114.7,112.31,113.29
2016-12-08,112.12,27049830.0000,112.43,110.6,112.31
2016-12-07,111.03,29976030.0000,111.19,109.16,110.86
2016-12-06,109.95,26160560.0000,110.36,109.19,109.26
2016-12-05,109.11,34113880.0000,110.03,108.25,109.5
2016-12-02,109.9,26481320.0000,110.09,108.85,110.0
2016-12-01,109.49,37034520.0000,110.94,109.03,109.17
2016-11-30,110.52,36151450.0000,112.2,110.27,110.365
2016-11-29,111.46,28507780.0000,112.03,110.07,111.6
2016-11-28,111.57,27054320.0000,112.465,111.39,110.78
2016-11-25,111.79,11475920.0000,111.87,110.95,111.43
2016-11-23,111.23,27420550.0000,111.51,110.33,111.13
2016-11-22,111.8,25931710.0000,112.42,111.4,111.36
2016-11-21,111.73,29164190.0000,111.99,110.01,111.95
2016-11-18,110.06,28310840.0000,110.54,109.66,110.12
2016-11-17,109.95,27623150.0000,110.35,108.83,109.72
2016-11-16,109.99,58724080.0000,110.23,106.6,109.81
2016-11-15,107.11,32230590.0000,107.68,106.1593,106.7
2016-11-14,105.71,50901380.0000,107.809,104.08,106.57
2016-11-11,108.43,34117030.0000,108.87,106.55,107.71
2016-11-10,107.79,57097740.0000,111.09,105.83,107.12
2016-11-09,110.88,59118740.0000,111.32,108.05,111.09
2016-11-08,111.06,24129630.0000,111.72,109.7,109.88
2016-11-07,110.41,32361930.0000,110.51,109.46,110.31
2016-11-04,108.84,30790930.0000,110.25,108.11,110.08
2016-11-03,109.83,26538700.0000,111.46,109.55,108.53
2016-11-02,111.59,28174980.0000,112.35,111.23,110.98
2016-11-01,111.49,43403760.0000,113.77,110.53,111.4
2016-10-31,113.54,26378910.0000,114.23,113.2,113.46
2016-10-28,113.72,36792100.0000,115.21,113.45,113.65
2016-10-27,114.48,31396130.0000,115.86,114.1,113.87
2016-10-26,115.59,66028640.0000,115.7,113.31,115.39
2016-10-25,118.25,46820600.0000,118.36,117.31,114.31
2016-10-24,117.65,23492650.0000,117.74,117.0,117.95
2016-10-21,116.6,22527690.0000,116.91,116.28,117.1
2016-10-20,117.06,24100150.0000,117.38,116.33,116.81
2016-10-19,117.12,19977160.0000,117.76,113.8,116.86
2016-10-18,117.47,24308210.0000,118.21,117.45,117.25
2016-10-17,117.55,23583810.0000,117.84,116.78,118.18
2016-10-14,117.63,35626020.0000,118.17,117.13,117.33
2016-10-13,116.98,35041820.0000,117.44,115.72,117.88
2016-10-12,117.34,37512930.0000,117.98,116.75,116.79
2016-10-11,116.3,63963010.0000,118.69,116.2,117.35
2016-10-10,116.05,36087910.0000,116.75,114.72,117.7
2016-10-07,114.06,24336440.0000,114.56,113.51,115.02
